feature1,feature2,feature3,feature4,feature5,output
0.1575858873512449,0.8633306933140172,0.8417798939684752,0.748287002061068,0.7244147304569392,0
0.2604953846909075,0.7662200840543613,0.5791146396201386,0.06139336883484281,0.62959750311806,1
0.057252764788694455,0.7204698445288085,0.5131419689982617,0.9133613289538799,0.3418023007795392,0
0.6790101235840472,0.5072053493084747,0.8791636791624359,0.6401870262293934,0.1694792241603782,0
0.4448042174151454,0.12343043761561279,0.8679464601864915,0.5061133208626356,0.948665005231412,0
0.37906775787209557,0.6667589264529571,0.3319594244925319,0.3845498025136601,0.48443721752332103,0
0.5999829157623431,0.49214060757118405,0.8757513523661472,0.6559791167977864,0.7376687521619808,0
0.8922478698793264,0.5250972564815526,0.9914456529120803,0.348721430390596,0.921832817027681,1
0.4995159741946398,0.7573115567543346,0.8500396529224359,0.10078275295311956,0.7556070153459327,0
0.7230301434225304,0.23822050836085507,0.8988721356976135,0.3313305111785665,0.9266424877947317,1
0.7693256560021711,0.4462113370464166,0.266008738286983,0.6061815439281317,0.4572128709644706,1
0.26749596279512655,0.1939806370022087,0.21680459994743007,0.6989684293365577,0.7327763697627386,0
0.6901093490530933,0.16557167916221438,0.7348353096159246,0.9427658037883696,0.4412852279256686,0
0.8323384635186128,0.12167528573361241,0.8357830871624844,0.7148907892409309,0.19852517036575124,0
0.6516391787184961,0.1339478558977817,0.13736701408880192,0.4281357434418388,0.8746286329147643,1
0.31938703450469186,0.5071867955606583,0.9277782871168808,0.3227932661134829,0.012926876475732874,0
0.5406076807282686,0.9989924094729833,0.9957317108643035,0.8591697173745072,0.29472851505392383,0
0.15970976922893076,0.1283381597050841,0.4264656977595208,0.7940235498476117,0.5908416055929994,0
0.052470711635830725,0.30715173466922285,0.19074775967108004,0.5571145356430092,0.9426319746166842,1
0.8817055015247349,0.8276248028237418,0.9101882956938391,0.5243725049925096,0.7285004958204844,1
0.3908447084750354,0.06032203633651023,0.1781603120665135,0.4517718100458257,0.26326118813482113,1
0.4037468216874883,0.47170328511512283,0.05169534226130823,0.83942777620739,0.4644210261803895,0
0.6759707071608639,0.8029689279059095,0.03625064233475128,0.8795708031661238,0.3313021622701312,0
0.9685964359620628,0.29742433187896666,0.4460135412818341,0.8859994213446899,0.3234963729728937,0
0.9315093706005684,0.8944163743866828,0.6215105727212549,0.566823348623418,0.046839137847785706,1
0.4800309160535414,0.5266959346583623,0.33551789648720054,0.3667775954454656,0.14954555561476324,1
0.30589167795218597,0.6786060411913039,0.8079898737860363,0.4742017199589784,0.6481401333507304,0
0.16603501993709857,0.3391541416121888,0.24331915104490054,0.5921302713998555,0.06674141405532852,0
0.44735530772536236,0.5391784857578298,0.41486652683844016,0.035364301878876514,0.8497126171392018,0
0.305990809097783,0.3411840716444974,0.5287990192370465,0.982219759024027,0.5802102418557109,1
0.3637202363564994,0.6014204516978544,0.3449292589010634,0.6938325939485873,0.11037254977435118,0
0.1309095565809153,0.7773545270344357,0.4236136794974734,0.7071158315052843,0.3329037463258784,1
0.24154772586901874,0.29673706647335285,0.16367585046062227,0.6758843858624319,0.33816856866105316,0
0.8462252519758333,0.6566156918045023,0.3500676950916385,0.3082637350696281,0.45529472002505633,1
0.2952029271354375,0.31743109725640295,0.3218060416818319,0.13372194157660033,0.6835590360317374,0
0.6473828781713965,0.08319433780701357,0.7166835553462239,0.572259405658104,0.2884007933719108,0
0.8319364302021592,0.973683735950412,0.7488970607138214,0.7752286765806515,0.6206019868665286,1
0.7909055205442191,0.9077717039504873,0.2879235077208021,0.3922992669225931,0.9694389535041118,0
0.7698083132548686,0.6836067250118563,0.6586155913061974,0.47259540891413643,0.1548221446696899,1
0.42694438130147083,0.37419898618079583,0.7763471475493897,0.8590220194343845,0.21974783906705375,0
0.25833818507241524,0.42100146992890386,0.36014127447436917,0.30835736172856476,0.7616191324415801,0
0.9215539965270712,0.16304549895665532,0.41127833274282666,0.530103893423897,0.15342977179940742,0
0.8355367519748493,0.812919185476863,0.0895092257390695,0.7947247308818947,0.6849584101073747,0
0.8988080354669872,0.45215065045243685,0.34202273988521426,0.6220030769456871,0.18691440183537167,0
0.7970729214231713,0.41361824375292466,0.09367429882673461,0.4731670226467214,0.7166922199025212,1
0.6080844590413956,0.4674088169883216,0.9929792302704012,0.048471914968318264,0.67861262889296,0
0.0805057961325284,0.9239748271842632,0.6410139893299936,0.7853400948102867,0.9098558487041686,0
0.7931546397002086,0.44059674478182664,0.8282128100170912,0.2937302422792488,0.5843692090544662,1
0.8380146237773927,0.6046758507217614,0.34633313609491145,0.9668390825454369,0.9962105762763873,0
0.36028479031732374,0.013286541236309346,0.9710670379526758,0.7144398856465304,0.8126004578764623,0
0.39002314210574707,0.8464640379853837,0.43068700515867886,0.045521373322834235,0.20610803290245794,0
0.18745398091498067,0.6179786300001382,0.1751668682895734,0.9552652591154502,0.5041657090885003,0
0.4412197015132766,0.9875368672064886,0.8241994472305705,0.46838620961407407,0.22902432858994226,1
0.9252931611489527,0.3390244490410843,0.8611622473309833,0.8004657546422985,0.44740787114706504,1
0.17821369818762578,0.04656350371151807,0.7507123769253687,0.3320852165860749,0.36736670809433847,0
0.027691438800205748,0.5769444661177712,0.30732422634947254,0.30004335176940666,0.4928013339920375,1
0.8195837390894943,0.8829555445204891,0.9405301165274927,0.9490739682044065,0.24703414781174837,0
0.6658742847198449,0.8969056211570012,0.5481331423386244,0.7356152407973379,0.7395614133329079,0
0.8423876659829312,0.04523136216333301,0.6175745819661292,0.45390511627832886,0.6785433077671166,0
0.28603598254965823,0.8696289842314422,0.01491558736248877,0.07667993444696075,0.9636213319098581,1
0.6306279425104264,0.9593119136920508,0.5548012116756351,0.1217088415766403,0.6621297566754877,1
0.35879297691196,0.6863019628658876,0.10130966563439081,0.29191211162029684,0.463358677048454,1
0.9847893010223021,0.9876596300231552,0.0724319818327609,0.040278150136143887,0.9182108092107475,1
0.33751097935870444,0.33152317621554206,0.25351867690583907,0.16914966061411352,0.09902867266428694,0
0.6503140756696816,0.9237362167356493,0.2497614708647048,0.8919713333454528,0.8963153158444589,0
0.31340815530027777,0.21430148073795385,0.47057704989263516,0.4726581059158035,0.7335165593633808,1
0.030996049705230733,0.8982060549450175,0.47124889353140664,0.9742911760341507,0.1936038169196458,0
0.4774577345375084,0.321967298483372,0.758237662728612,0.6931839227885689,0.3548046092426277,1
0.37123918981601334,0.5406688956371234,0.1583933763362173,0.9651414477536755,0.40055170859072575,0
0.38635599746198657,0.4363419137734753,0.3575357192986187,0.1482967351875537,0.8252603153872692,0
0.42199309265587737,0.9003558541224754,0.7787414071454871,0.6104846629139065,0.5749093132037985,1
0.7006117760707936,0.6163490093415116,0.5471304099587402,0.795346444869604,0.30903747621717526,0
0.8010755840007061,0.22247909193601612,0.9302250231110462,0.17825842039943185,0.4514639794582085,1
0.575529971993735,0.4310748975216151,0.2803211029423025,0.952786140086538,0.8889020121154051,0
0.7147914377197027,0.9268669928029919,0.10438720346711505,0.5399286497226171,0.6794489612384693,1
0.8784639404377951,0.5961359493419771,0.5453726100499793,0.016133183802469753,0.6313839487540889,1
0.35076069045738123,0.3183527305395125,0.9827510641415169,0.44177074361330093,0.18616567750181234,0
0.6796332845289828,0.36836110144127554,0.45795855394148033,0.31064062477834087,0.9934089865754251,0
0.890077006706335,0.6970577513185788,0.7427405470946534,0.07088665984272591,0.5943703386386001,1
0.3616918917686418,0.4523354774135664,0.22552197472151791,0.0012931877602330166,0.31432174998734597,0
0.97554471799548,0.2455427181272738,0.1516956849086465,0.12171506120365894,0.06478430456725781,1
0.15629477129967295,0.5122510294169214,0.04408482250430912,0.5230178165459163,0.6525372429359634,0
0.14152020833082324,0.033440782889995524,0.15237838559852002,0.005375340676134099,0.9241092998388133,0
0.9863422613680802,0.3809451093172035,0.9522553068006803,0.050297067793825034,0.929328890532481,0
0.9944630277333838,0.7821500708538164,0.5103276481420228,0.5766159803589546,0.2826339817223551,0
0.19619777236480174,0.04002673920527566,0.1408448170580373,0.747790885473962,0.5215245098691529,1
0.45165340564311696,0.8646138131053899,0.946522689440655,0.0055012976597850205,0.6344710294879682,1
0.4324210374646371,0.3235570883712766,0.843158240301698,0.34464824006084427,0.47863835437915436,1
0.45983942573369296,0.8383826092281024,0.6943087540936697,0.6616689563840276,0.921469211576289,1
0.6222662887148018,0.025236643916831003,0.6631994683390301,0.02292594165980577,0.3908254378666989,0
0.671689653802178,0.6284043055661132,0.8601442573463989,0.5974203115555909,0.20290691488919899,1
0.017666783757162685,0.23066491399876754,0.5652030458382142,0.3410002477820969,0.6771234992373855,0
0.8169048511293492,0.6486604611825509,0.8168435143854581,0.2598339368584983,0.741435800363021,0
0.973768616909819,0.8799188093823179,0.9330392149510388,0.3580486897878882,0.6929808761977785,1
0.5503696725899598,0.5540764416791337,0.4452322607628446,0.24147956566110895,0.5695241832326814,1
0.8879467294553061,0.07502756465156768,0.6075335788770512,0.8486284939069433,0.4041658429294104,1
0.8632999664983839,0.8628071416752917,0.4413683962163426,0.640084986851443,0.7368189213373937,0
0.7298423583702063,0.1607303184359712,0.48420539109343697,0.8453621511348739,0.3618699113672126,0
0.7651668000333759,0.8040528845931832,0.5556490452471589,0.6509437183887407,0.3082472317619638,0
0.04158624656209042,0.32697421075491817,0.44831357116447756,0.799165762663286,0.8075164565499307,0
0.14346974446681504,0.9180805016026563,0.6039247771805439,0.46146770949626426,0.00018896116843680755,0
0.514414635512668,0.27952526019678514,0.06276393303749017,0.2532206013552739,0.03829935155389719,1
0.2526626937288089,0.920008155614069,0.7331996070331683,0.8291868323726284,0.19827296419646667,1
0.2676530631358879,0.5745214707861576,0.10041276434568602,0.03257018266134526,0.9691846512509357,0
0.7872707790471887,0.3480842279276698,0.6119759622134706,0.5412298366741697,0.7906507895178237,0
0.07544350186149129,0.20213155217730927,0.8790821678948068,0.9141245907316322,0.19019461505952573,0
0.46418805882342873,0.3921622582393336,0.35547074452244654,0.334766900993299,0.61367155279585,0
0.6188206060607986,0.08645585262726108,0.40430369327078275,0.08770691933457153,0.8681153508476128,1
0.07882910243914765,0.9741714729652607,0.4733822119209722,0.2190913024755068,0.9672401141220359,1
0.8674857110277927,0.5540546826075092,0.7663334063928646,0.8781163235696563,0.8966439067944356,1
0.0778823774020081,0.22302253941140038,0.7093731395375896,0.5459925120176048,0.22097851562808346,1
0.5135459362207102,0.6610087039641775,0.606471407899189,0.5465281431813238,0.20600825367188502,0
0.888493088005305,0.4304913325042742,0.7777299650979509,0.7244168061727844,0.07078920989536341,1
0.9285270790845361,0.6374072358352068,0.745149567963749,0.5861884251891879,0.5858580790634086,1
0.6660842092092919,0.03573785224714776,0.07464491719892075,0.26782020015879304,0.4747272195641118,1
0.7663581418030165,0.9309926952469797,0.9576134948178183,0.8267233370763439,0.5513116535471994,1
0.7066999254448192,0.9422937132726144,0.1050731932744654,0.4415845973980975,0.2027690474113757,1
0.5835499990430308,0.2563844507554669,0.21362758991002595,0.7197407034741885,0.1551592689256226,0
0.660172943520036,0.9387741798307039,0.7036157055171688,0.681959225742451,0.39271832231868986,1
0.8022500459989559,0.11803475484566706,0.18551576873893383,0.9677872422762064,0.3673405472134277,0
0.16859717870840174,0.679139462803841,0.28616859662175287,0.6611867498811508,0.7305375718379633,0
0.7206173330505952,0.3709528273418147,0.5576042554848455,0.07067448291055967,0.826426013611064,0
0.23566229683234152,0.8983585032433696,0.4381598092075125,0.8657587132808847,0.8795761410021272,0
0.9436825653538018,0.6814352453675465,0.09327746338846421,0.8856362349635274,0.16403689582234815,1
0.3669666537888897,0.741449046942405,0.44213135344305177,0.40508882437853855,0.34904880272109295,1
0.6384318849063131,0.9305030370806266,0.4689127940637655,0.5744039622506713,0.6923655037684844,0
0.9732842221124013,0.5061044536710194,0.6873183852525485,0.7885654116789487,0.8549684274125827,0
0.6076732143793676,0.36244318586191016,0.09276925270964076,0.8549708047352865,0.7460923503811867,1
0.5281695874974862,0.7068669050365473,0.9838492738890248,0.42831243436091304,0.1697676203544477,0
0.493834810915437,0.4718388078343265,0.1346454734936532,0.1002837114555728,0.7084642449541091,1
0.02182312780419593,0.677294993966979,0.39222435910067177,0.5500766588378909,0.9539783793177257,1
0.9891305535061717,0.27761624943599017,0.3751126651489217,0.16079585659559104,0.8408417629062227,1
0.17097947421308735,0.626007502372104,0.7586488525932996,0.6519565262847589,0.5194954823998221,1
0.5635365783992103,0.8163009667192932,0.6618379973579922,0.6550834068044445,0.23706570033191843,0
0.8428988403373174,0.03632151449350285,0.38296091668501464,0.7732994993866097,0.6595115998700156,0
0.38711059657453817,0.9261391015644748,0.9849432505101532,0.7644191241657118,0.7566949973039474,1
0.06973707477288194,0.6427604754904308,0.11774974065967148,0.753061297451822,0.9625987228297357,1
0.2394732563993921,0.4899868832726456,0.16999483756566947,0.3941180004228454,0.011211621506141745,0
0.901488327205687,0.09557126665877713,0.06761412943931455,0.6656827609581668,0.2742502523930558,1
0.1214257371356634,0.7089804709152948,0.4777492927371356,0.794859142187646,0.3816225400855999,0
0.23407307091614094,0.3218813292053381,0.05820515081635058,0.9087279544498391,0.6874766313676072,1
0.7543826255556524,0.5857876589009644,0.5824428479716914,0.0798210656832411,0.6334382322226975,1
0.572924483840542,0.35117490914916916,0.10933372639476147,0.026775089675177277,0.7855124319659536,1
0.9793244731679064,0.47467819593979643,0.19067798026687777,0.37326474910517393,0.1635354242163537,0
0.4951299348682845,0.2801096826780244,0.6534351709108169,0.4988229135047616,0.23045615464209956,1
0.06913659246470216,0.8544989455351628,0.42829888079163114,0.04917194646251066,0.4365963811404663,1
0.4558072275599486,0.28990971712638736,0.11554003359653331,0.16568242350919216,0.9225945306713788,0
0.9220405563892693,0.8330711748224224,0.34410246388571697,0.7239764635253984,0.030973218606055064,0
0.5533657260722497,0.31775512060042277,0.2479111341082456,0.8513721073267085,0.7355014798897929,0
0.7333394199059801,0.2794120674287971,0.534315682012794,0.5313412778384686,0.9961261311349412,0
0.8886174103272668,0.3605002136187898,0.1175802710966306,0.30236998808283844,0.7166179616180127,0
0.9064417915646582,0.06708976193189231,0.8248332551364386,0.24044306229012846,0.7802390477796362,0
0.7825496114758125,0.590956366237703,0.634192981619046,0.0696989213432635,0.8750342953741244,1
0.8671132577689672,0.6018926829628735,0.9025558607437365,0.48105225907946847,0.5135173185570173,1
0.2716724538137627,0.9208367826445376,0.5151848768563717,0.06841367879645932,0.9988713734612849,0
0.036614911348097245,0.3153994408332629,0.42692982924916234,0.14929202801411634,0.14247890263623464,1
0.1455791567847241,0.9772645367175345,0.9800678982490905,0.9118275997716473,0.82700775774664,0
0.7602944546717132,0.3814519842694587,0.16024311776081823,0.20513345045472164,0.30755616741387015,1
0.7115737960504562,0.06676046941437386,0.04837184257738414,0.14556774585439425,0.8837322520760507,1
0.5296942506891301,0.729418219492241,0.18536201875695346,0.215391329522576,0.49906890787432545,0
0.9731527394577397,0.9087142456826222,0.6331967071751331,0.20377134255247464,0.4712886563155031,0
0.2669170904712519,0.4041776567470171,0.48676450307666985,0.7209032803521156,0.25063544062331955,0
0.6538292171503362,0.14252170007562792,0.5991707346825441,0.23766924286560065,0.8026741929060759,0
0.7441125946922409,0.7870739239852255,0.5231486398493017,0.928640096639726,0.11606521199852826,1
0.8626900194078858,0.5443183902735081,0.7638336698175516,0.8573640455631901,0.13810484214158958,0
0.9373923711607697,0.5027253605944475,0.24370475220727894,0.21168915089711504,0.9124791868595157,0
0.12251672428152816,0.3850942773653464,0.8517608550974255,0.497881968641129,0.5398517614936567,0
0.2092776752483786,0.8458806448937375,0.686263845849502,0.6873401835555815,0.41130727724114213,1
0.8716186226112829,0.06305589898954644,0.11325315209662845,0.558001031314084,0.9618797752555427,0
0.09682328658429362,0.5292301787200347,0.011128158259509857,0.5939039789634105,0.8412535126078831,1
0.8503637650977833,0.8184260988469734,0.9270349266319899,0.7372053002017197,0.2376635532505872,0
0.6564669758115759,0.22091667961461958,0.6208952770488796,0.45147639726656874,0.8426154478650231,1
0.2870055496327646,0.08172939619149877,0.13917588816882465,0.5062694899146862,0.42059662089168104,0
0.5161378733562836,0.6414226340814059,0.4562549402453694,0.887500879713555,0.8819416766596415,1
0.021012849479150386,0.28576442279467895,0.044538236897704975,0.1674425899290869,0.3264902055568525,0
0.41742823859516864,0.9622526917501034,0.9458546079656047,0.4261052216439717,0.8749288055553662,1
0.5948162638419935,0.9172459876417721,0.041749853534563175,0.42073314974365705,0.6521117289335954,1
0.7713775254758566,0.09837100582162972,0.9538072112461551,0.38989837419729534,0.7161615424316056,0
0.02215573418736483,0.8417503682944965,0.06875796384350152,0.4949758584880556,0.7143034358478828,0
0.6198116384704041,0.11414921009292756,0.3814188740555542,0.2880884224520258,0.1910642490006671,1
0.09737213010925017,0.11325587259513126,0.35251595425477367,0.9115088497370492,0.920806398465818,1
0.7506883521992797,0.8244157018111371,0.8718952980717877,0.7915841292980759,0.6260187685007049,1
0.9030710065987039,0.35555171707811495,0.13104545655095368,0.5736508935545668,0.9253461438659436,0
0.4896227773987998,0.19644307174698072,0.4235662514970234,0.6619239368712881,0.5070161217630883,0
0.20198058712256795,0.27379711279879704,0.3344337066018289,0.9260294201475818,0.6833599868852873,1
0.8399948948926143,0.2752852498693137,0.0955312084357951,0.8398514714178621,0.3146875736797603,0
0.07512681876731175,0.6039970601303595,0.6799515964387255,0.0573899089488612,0.17231093131477182,0
0.8219143917283881,0.750491251574461,0.13122380361537145,0.584856722557452,0.9290216938992498,1
0.9884939511081655,0.986062420941885,0.21846095188530656,0.5613070388299728,0.35822120726982654,0
0.03558831252176098,0.281835640837381,0.5599141335735621,0.754337311124937,0.05225619993115904,1
0.7182503627037033,0.05473259611946424,0.3898710577425085,0.5637227901304301,0.2778632784633326,1
0.5499846161428571,0.14312410991216817,0.7532717396594204,0.5716876816754026,0.14709517063398037,0
0.79223103076144,0.7544718761934209,0.07949050487282627,0.7071046618899042,0.5506497055146136,0
0.23062863614095264,0.2626107300784508,0.9974226190590195,0.4755385370958163,0.6404266256436328,0
0.811998008164394,0.580786010547401,0.8608385361903941,0.20255610653246803,0.6033910812769098,0
0.7186054637295269,0.5037078796781058,0.9229198774324937,0.8515555194343382,0.9178980085499389,0
0.611977354350003,0.7533029123239532,0.7324762841987462,0.06255033750275785,0.4992054109853663,1
0.2284425050409189,0.949778657045006,0.22229506166181012,0.8419231010087975,0.09151321815883706,0
0.3900681505708391,0.5668924818025439,0.5922383530594628,0.6055312932072365,0.7390015841743742,1
0.4597423346836951,0.9704355588806398,0.22461760565361621,0.12965425383056595,0.9440833208228429,1
0.9024932894939925,0.8035560244799131,0.028572345075695504,0.8487535006470937,0.9563758460555746,0
0.9836735136367777,0.3744280681948554,0.9372290296360914,0.3553046758415126,0.5397614923403486,1
0.9429578174609862,0.7319797548005906,0.3520622728666686,0.8081653624430705,0.028010439838026202,1
0.4555241413789103,0.006362202025363306,0.6127067031710912,0.5302727453544561,0.8534425680160871,0
0.479566407072881,0.6512862885182003,0.018328435881368565,0.4475488832252372,0.5291128540027574,0
0.01350182963357549,0.4092265408672241,0.6050147020429121,0.47643170939553614,0.8727470032457595,0
0.8980852075582255,0.13313772788769718,0.4930738050317284,0.5263931556719584,0.06003160907083527,0
0.9060033846021592,0.47442058266604814,0.3087115045780221,0.8813669777537138,0.3759882965973752,1
0.8855943814973104,0.8103082918434872,0.19279261040255002,0.9685890317758712,0.5934898124973838,0
0.7076482814064652,0.290438812565154,0.3926334055483356,0.4617958566664002,0.8947608097019208,0
0.3741963835697866,0.0713932298456329,0.5585644100048616,0.7569333158000908,0.1286797127697995,1
0.5738672809966202,0.7062231988889569,0.8735594737738609,0.36407876391987004,0.47278940078137266,1
0.18191003916566473,0.7149738180309527,0.39020828989311895,0.8224982038629619,0.17287942010653023,0
